Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
2722,chicken pox,itching, skin_rash, fatigue, lethargy
2723,dengue, skin_rash, chills, joint_pain, vomiting
2724,typhoid, chills, vomiting, fatigue, high_fever
2725,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
2726,hepatitis b,itching, fatigue, lethargy, yellowish_skin
2727,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
2728,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
2729,hepatitis e, joint_pain, vomiting, fatigue, high_fever
2730,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2731,tuberculosis, chills, vomiting, fatigue, weight_loss
2732,common cold, continuous_sneezing, chills, fatigue, cough
2733,pneumonia, chills, fatigue, cough, high_fever
2734,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2735,heart attack, vomiting, breathlessness, sweating, chest_pain
2736,varicose veins, fatigue, cramps, bruising, obesity
2737,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2738,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2739,hypoglycemia, vomiting, fatigue, anxiety, sweating
2740,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2741,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2742,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
2743,acne, skin_rash, pus_filled_pimples, blackheads, scurring
2744,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2745,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2746,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2747,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2748,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2749,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
2750,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2751,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
2752,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2753,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2754,diabetes , fatigue, weight_loss, restlessness, lethargy
2755,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2756,bronchial asthma, fatigue, cough, high_fever, breathlessness
2757,hypertension , headache, chest_pain, dizziness, loss_of_balance
2758,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2759,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2760,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2761,jaundice,itching, vomiting, fatigue, weight_loss
2762,malaria, chills, vomiting, high_fever, sweating
2763,chicken pox,itching, skin_rash, fatigue, lethargy
2764,dengue, skin_rash, chills, joint_pain, vomiting
2765,typhoid, chills, vomiting, fatigue, high_fever
2766,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
2767,hepatitis b,itching, fatigue, lethargy, yellowish_skin
2768,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
2769,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
2770,hepatitis e, joint_pain, vomiting, fatigue, high_fever
2771,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2772,tuberculosis, chills, vomiting, fatigue, weight_loss
2773,common cold, continuous_sneezing, chills, fatigue, cough
2774,pneumonia, chills, fatigue, cough, high_fever
2775,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2776,heart attack, vomiting, breathlessness, sweating, chest_pain
2777,varicose veins, fatigue, cramps, bruising, obesity
2778,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2779,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2780,hypoglycemia, vomiting, fatigue, anxiety, sweating
2781,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2782,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2783,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
2784,acne, skin_rash, pus_filled_pimples, blackheads, scurring
2785,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2786,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2787,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2788,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2789,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2790,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
2791,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2792,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
2793,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2794,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2795,diabetes , fatigue, weight_loss, restlessness, lethargy
2796,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2797,bronchial asthma, fatigue, cough, high_fever, breathlessness
2798,hypertension , headache, chest_pain, dizziness, loss_of_balance
2799,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2800,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2801,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2802,jaundice,itching, vomiting, fatigue, weight_loss
2803,malaria, chills, vomiting, high_fever, sweating
2804,chicken pox,itching, skin_rash, fatigue, lethargy
2805,dengue, skin_rash, chills, joint_pain, vomiting
2806,typhoid, chills, vomiting, fatigue, high_fever
2807,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
2808,hepatitis b,itching, fatigue, lethargy, yellowish_skin
2809,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
2810,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
2811,hepatitis e, joint_pain, vomiting, fatigue, high_fever
2812,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2813,tuberculosis, chills, vomiting, fatigue, weight_loss
2814,common cold, continuous_sneezing, chills, fatigue, cough
2815,pneumonia, chills, fatigue, cough, high_fever
2816,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2817,heart attack, vomiting, breathlessness, sweating, chest_pain
2818,varicose veins, fatigue, cramps, bruising, obesity
2819,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2820,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2821,hypoglycemia, vomiting, fatigue, anxiety, sweating
2822,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2823,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2824,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
2825,acne, skin_rash, pus_filled_pimples, blackheads, scurring
2826,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2827,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2828,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2829,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2830,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2831,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
2832,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2833,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
2834,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2835,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2836,diabetes , fatigue, weight_loss, restlessness, lethargy
2837,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2838,bronchial asthma, fatigue, cough, high_fever, breathlessness
2839,hypertension , headache, chest_pain, dizziness, loss_of_balance
2840,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2841,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2842,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2843,jaundice,itching, vomiting, fatigue, weight_loss
2844,malaria, chills, vomiting, high_fever, sweating
2845,chicken pox,itching, skin_rash, fatigue, lethargy
2846,dengue, skin_rash, chills, joint_pain, vomiting
2847,typhoid, chills, vomiting, fatigue, high_fever
2848,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
2849,hepatitis b,itching, fatigue, lethargy, yellowish_skin
2850,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
2851,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
2852,hepatitis e, joint_pain, vomiting, fatigue, high_fever
2853,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2854,tuberculosis, chills, vomiting, fatigue, weight_loss
2855,common cold, continuous_sneezing, chills, fatigue, cough
2856,pneumonia, chills, fatigue, cough, high_fever
2857,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2858,heart attack, vomiting, breathlessness, sweating, chest_pain
2859,varicose veins, fatigue, cramps, bruising, obesity
2860,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2861,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2862,hypoglycemia, vomiting, fatigue, anxiety, sweating
2863,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2864,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2865,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
2866,acne, skin_rash, pus_filled_pimples, blackheads, scurring
2867,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2868,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2869,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2870,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2871,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2872,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
2873,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2874,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
2875,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2876,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2877,diabetes , fatigue, weight_loss, restlessness, lethargy
2878,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2879,bronchial asthma, fatigue, cough, high_fever, breathlessness
2880,hypertension , headache, chest_pain, dizziness, loss_of_balance
2881,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2882,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2883,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2884,jaundice,itching, vomiting, fatigue, weight_loss
2885,malaria, chills, vomiting, high_fever, sweating
2886,chicken pox,itching, skin_rash, fatigue, lethargy
2887,dengue, skin_rash, chills, joint_pain, vomiting
2888,typhoid, chills, vomiting, fatigue, high_fever
2889,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
2890,hepatitis b,itching, fatigue, lethargy, yellowish_skin
2891,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
2892,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
2893,hepatitis e, joint_pain, vomiting, fatigue, high_fever
2894,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2895,tuberculosis, chills, vomiting, fatigue, weight_loss
2896,common cold, continuous_sneezing, chills, fatigue, cough
2897,pneumonia, chills, fatigue, cough, high_fever
2898,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2899,heart attack, vomiting, breathlessness, sweating, chest_pain
2900,varicose veins, fatigue, cramps, bruising, obesity
2901,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2902,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2903,hypoglycemia, vomiting, fatigue, anxiety, sweating
2904,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2905,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2906,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
2907,acne, skin_rash, pus_filled_pimples, blackheads, scurring
2908,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2909,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2910,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2911,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2912,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2913,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
2914,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2915,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
2916,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2917,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2918,diabetes , fatigue, weight_loss, restlessness, lethargy
2919,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2920,bronchial asthma, fatigue, cough, high_fever, breathlessness
2921,hypertension , headache, chest_pain, dizziness, loss_of_balance
2922,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2923,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2924,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2925,jaundice,itching, vomiting, fatigue, weight_loss
2926,malaria, chills, vomiting, high_fever, sweating
2927,chicken pox,itching, skin_rash, fatigue, lethargy
2928,dengue, skin_rash, chills, joint_pain, vomiting
2929,typhoid, chills, vomiting, fatigue, high_fever
2930,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
2931,hepatitis b,itching, fatigue, lethargy, yellowish_skin
2932,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
2933,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
2934,hepatitis e, joint_pain, vomiting, fatigue, high_fever
2935,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2936,tuberculosis, chills, vomiting, fatigue, weight_loss
2937,common cold, continuous_sneezing, chills, fatigue, cough
2938,pneumonia, chills, fatigue, cough, high_fever
2939,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2940,heart attack, vomiting, breathlessness, sweating, chest_pain
2941,varicose veins, fatigue, cramps, bruising, obesity
2942,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2943,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2944,hypoglycemia, vomiting, fatigue, anxiety, sweating
2945,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2946,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2947,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
2948,acne, skin_rash, pus_filled_pimples, blackheads, scurring
2949,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2950,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2951,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2952,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2953,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2954,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
2955,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2956,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
2957,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2958,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2959,diabetes , fatigue, weight_loss, restlessness, lethargy
2960,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2961,bronchial asthma, fatigue, cough, high_fever, breathlessness
2962,hypertension , headache, chest_pain, dizziness, loss_of_balance
2963,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2964,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2965,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2966,jaundice,itching, vomiting, fatigue, weight_loss
2967,malaria, chills, vomiting, high_fever, sweating
2968,chicken pox,itching, skin_rash, fatigue, lethargy
2969,dengue, skin_rash, chills, joint_pain, vomiting
2970,typhoid, chills, vomiting, fatigue, high_fever
2971,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
2972,hepatitis b,itching, fatigue, lethargy, yellowish_skin
2973,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
2974,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
2975,hepatitis e, joint_pain, vomiting, fatigue, high_fever
2976,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2977,tuberculosis, chills, vomiting, fatigue, weight_loss
2978,common cold, continuous_sneezing, chills, fatigue, cough
2979,pneumonia, chills, fatigue, cough, high_fever
2980,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2981,heart attack, vomiting, breathlessness, sweating, chest_pain
2982,varicose veins, fatigue, cramps, bruising, obesity
2983,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2984,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2985,hypoglycemia, vomiting, fatigue, anxiety, sweating
2986,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2987,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2988,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
2989,acne, skin_rash, pus_filled_pimples, blackheads, scurring
2990,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2991,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2992,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2993,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2994,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2995,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
2996,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2997,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
2998,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2999,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3000,diabetes , fatigue, weight_loss, restlessness, lethargy
3001,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3002,bronchial asthma, fatigue, cough, high_fever, breathlessness
3003,hypertension , headache, chest_pain, dizziness, loss_of_balance
3004,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3005,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3006,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3007,jaundice,itching, vomiting, fatigue, weight_loss
3008,malaria, chills, vomiting, high_fever, sweating
3009,chicken pox,itching, skin_rash, fatigue, lethargy
3010,dengue, skin_rash, chills, joint_pain, vomiting
3011,typhoid, chills, vomiting, fatigue, high_fever
3012,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
3013,hepatitis b,itching, fatigue, lethargy, yellowish_skin
3014,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
3015,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
3016,hepatitis e, joint_pain, vomiting, fatigue, high_fever
3017,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3018,tuberculosis, chills, vomiting, fatigue, weight_loss
3019,common cold, continuous_sneezing, chills, fatigue, cough
3020,pneumonia, chills, fatigue, cough, high_fever
3021,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3022,heart attack, vomiting, breathlessness, sweating, chest_pain
3023,varicose veins, fatigue, cramps, bruising, obesity
3024,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3025,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3026,hypoglycemia, vomiting, fatigue, anxiety, sweating
3027,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3028,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3029,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
3030,acne, skin_rash, pus_filled_pimples, blackheads, scurring
3031,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3032,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3033,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3034,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3035,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3036,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
3037,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3038,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
3039,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3040,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3041,diabetes , fatigue, weight_loss, restlessness, lethargy
3042,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3043,bronchial asthma, fatigue, cough, high_fever, breathlessness
3044,hypertension , headache, chest_pain, dizziness, loss_of_balance
3045,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3046,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3047,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3048,jaundice,itching, vomiting, fatigue, weight_loss
3049,malaria, chills, vomiting, high_fever, sweating
3050,chicken pox,itching, skin_rash, fatigue, lethargy
3051,dengue, skin_rash, chills, joint_pain, vomiting
3052,typhoid, chills, vomiting, fatigue, high_fever
3053,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
3054,hepatitis b,itching, fatigue, lethargy, yellowish_skin
3055,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
3056,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
3057,hepatitis e, joint_pain, vomiting, fatigue, high_fever
3058,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3059,tuberculosis, chills, vomiting, fatigue, weight_loss
3060,common cold, continuous_sneezing, chills, fatigue, cough
3061,pneumonia, chills, fatigue, cough, high_fever
3062,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3063,heart attack, vomiting, breathlessness, sweating, chest_pain
3064,varicose veins, fatigue, cramps, bruising, obesity
3065,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3066,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3067,hypoglycemia, vomiting, fatigue, anxiety, sweating
3068,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3069,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3070,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
3071,acne, skin_rash, pus_filled_pimples, blackheads, scurring
3072,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3073,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3074,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3075,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3076,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3077,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
3078,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3079,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
3080,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3081,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3082,diabetes , fatigue, weight_loss, restlessness, lethargy
3083,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3084,bronchial asthma, fatigue, cough, high_fever, breathlessness
3085,hypertension , headache, chest_pain, dizziness, loss_of_balance
3086,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3087,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3088,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3089,jaundice,itching, vomiting, fatigue, weight_loss
3090,malaria, chills, vomiting, high_fever, sweating
3091,chicken pox,itching, skin_rash, fatigue, lethargy
3092,dengue, skin_rash, chills, joint_pain, vomiting
3093,typhoid, chills, vomiting, fatigue, high_fever
3094,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
3095,hepatitis b,itching, fatigue, lethargy, yellowish_skin
3096,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
3097,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
3098,hepatitis e, joint_pain, vomiting, fatigue, high_fever
3099,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3100,tuberculosis, chills, vomiting, fatigue, weight_loss
3101,common cold, continuous_sneezing, chills, fatigue, cough
3102,pneumonia, chills, fatigue, cough, high_fever
3103,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3104,heart attack, vomiting, breathlessness, sweating, chest_pain
3105,varicose veins, fatigue, cramps, bruising, obesity
3106,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3107,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3108,hypoglycemia, vomiting, fatigue, anxiety, sweating
3109,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3110,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3111,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
3112,acne, skin_rash, pus_filled_pimples, blackheads, scurring
3113,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3114,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3115,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3116,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3117,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3118,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
3119,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3120,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
3121,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3122,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3123,diabetes , fatigue, weight_loss, restlessness, lethargy
3124,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3125,bronchial asthma, fatigue, cough, high_fever, breathlessness
3126,hypertension , headache, chest_pain, dizziness, loss_of_balance
3127,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3128,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3129,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3130,jaundice,itching, vomiting, fatigue, weight_loss
3131,malaria, chills, vomiting, high_fever, sweating
3132,chicken pox,itching, skin_rash, fatigue, lethargy
3133,dengue, skin_rash, chills, joint_pain, vomiting
3134,typhoid, chills, vomiting, fatigue, high_fever
